event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SLV4036,2020-04-15,2020,3,"Political violence","Violence against civilians",Attack,"Girasoles Locos Salvatruchos",,3,"Civilians (El Salvador)","Women (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Ahuachapan,Ahuachapan,,Ahuachapan,13.9214,-89.8450,1,"Diario 1",National,"Around 15 April 2020 (month of), in Ahuachapan, Ahuachapan, two members of the Girasoles Locos Salvatruchos gang shot and killed a pregnant woman in Los Aguirre caserio. The motivation for the attack is unknown. No more detail is provided by the source. 1 fatality.",1,,1710803288,20579,42375,51085,51085
SLV4190,2020-04-15,2020,1,"Political violence","Violence against civilians",Attack,"B-18 (S): Barrio-18 (Surenos)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Cuscatlan,"San Pedro Perulapan",,"San Pedro Perulapan",13.7661,-89.0365,2,"Attorney General's Office of El Salvador",Other,"On 15 April 2020, in the municipality of San Pedro Perulapan, Cuscatlan, members of Barrio 18 Surenos shot and injured a truck driver in La Esperanza. The victim was driving his truck when the gang members intercepted him, and opened fire injuring him. The reason for the attack is unknown. No more information is provided by the source. 1 injured.",0,,1729632813,3713,10518,11515,10518
SLV4354,2020-04-15,2020,3,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","Santa Ana","El Porvenir",,"El Porvenir",14.0166,-89.6500,1,"El Mundo (El Salvador)",National,"Around 15 April 2020 (month of), in El Porvenir, Santa Ana, four MS-13 gang members shot and killed a boy. Attack motivation is unknown. The four gang members were later arrested and sentenced. 1 fatality.",1,,1754411177,1987,4753,11633,11633
SLV981,2020-04-17,2020,2,"Political violence","Violence against civilians",Attack,"Police Forces of El Salvador (2019-)",,1,"Civilians (El Salvador)","Journalists (El Salvador)",7,17,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Nejapa,,Nejapa,13.8147,-89.2314,1,"El Salvador.com",National,"As reported on 17 April 2020, in Nejapa (San Salvador), a journalist reported an attack by a police officer while she worked at the Integration Roundabout. Motive unclear.",0,,1754411177,6207,6612,6800,6612
SLV983,2020-04-17,2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Salvador.com",National,"As reported on 17 April 2020, in San Salvador (San Salvador), persons who are undergoing an official government-mandated quarantine due to the coronavirus pandemic protested demanding their prompt release.",0,"crowd size=no report",1587410131,11010,13671,16317,11010
SLV982,2020-04-17,2020,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Vicente","San Ildefonso",,"San Ildefonso",13.7000,-88.5667,1,"El Mundo (El Salvador)",National,"On 17 April 2020, in San Ildefonso (San Vicente), an armed man, reportedly a gang member, clashed with the Operative Tactical Section of the Police Forces of El Salvador. He was killed during the clash.",1,,1762829569,1626,2616,2920,2920
SLV986,2020-04-18,2020,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"MS-13: Mara Salvatrucha",,3,33,,222,"Central America","El Salvador","San Miguel","San Miguel",,"San Miguel",13.4833,-88.1833,1,"El Mundo (El Salvador)",National,"On 18 April 2020, in San Miguel (San Miguel), unidentified men shot and killed a suspected member from the MS-13: Mara Salvatrucha. Motive and perpetrators unknown.",1,,1753971909,19697,67452,115323,115323
SLV985,2020-04-18,2020,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Sonsonate,"San Antonio del Monte",,"San Antonio del Monte",13.7164,-89.7383,1,"La Prensa Grafica",National,"On 18 April 2020, in San Antonio del Monte (Sonsonate), armed men clashed with the Operative Tactical Section of the Police Forces of El Salvador, leaving two armed men killed and a police officer injured. 2 fatalities.",2,,1753971909,29264,28099,31270,31270
SLV984,2020-04-18,2020,1,"Political violence","Violence against civilians",Attack,"Police Forces of El Salvador (2019-)",,1,"Civilians (El Salvador)",,7,17,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Apopa,,Apopa,13.8072,-89.1792,1,"La Prensa Grafica",National,"On 18 April 2020, in Apopa (San Salvador), two police officers attacked a civilian and injured him at the neighborhood Santa Teresa Las Flores. The officers are under detention while the case is further investigated and motive is unknown.",0,,1754411177,2644,2644,2644,2644
SLV987,2020-04-18,2020,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador",Usulutan,"Santiago de Maria",,"Santiago de Maria",13.4822,-88.4653,2,"La Prensa Grafica",National,"On 18 April 2020, on the road from Usulutan to Santiago de Maria (Usulutan), two men were intercepted and killed by a group of unidentified men. According to police records, the two different parties belonged to rival criminal groups. Perpetrators unknown. 2 fatalities.",2,,1753971909,6399,14553,39681,39681
SLV3813,2020-04-19,2020,2,"Political violence","Violence against civilians","Abduction/forced disappearance","B-18: Barrio-18",,3,"Civilians (El Salvador)","Women (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad",Colon,,Lourdes,13.7227,-89.3660,1,"El Salvador.com",National,"Around 19 April 2020 (as reported), in Lourdes, Colon, three members of Barrio-18 abducted a woman in Campos Verdes 1 Urbanization. The source indicates that two members of Barrio-18 forced her to get into a car. The whereabouts of the victim are unknown.",0,,1668453946,24571,56723,75967,56723
SLV3530,2020-04-20,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","Santo Tomas",,"Santo Tomas",13.6429,-89.1336,1,"Attorney General's Office of El Salvador; La Prensa Grafica",Other-National,"On 20 April 2020, in Santo Tomas, San Salvador, two unidentified attackers shot and killed a man in colonia Moran. The attackers beat up the victim, and, as he tried to flee the scene, they opened fire and shot him dead. 1 fatality.",1,,1754411177,5340,11454,12941,12941
SLV2613,2020-04-20,2020,1,"Political violence","Violence against civilians","Abduction/forced disappearance","MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)","Labor Group (El Salvador); Unidentified Gang (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Soyapango,,Soyapango,13.7102,-89.1399,1,"El Salvador.com",National,"On 20 April 2020, in Soyapango, Soyapango, suspected MS-13: Mara Salvatrucha members abducted a man in Venecia Colonia. According to the report, the victim was delivering hamburgers when a group of gang members attacked him with a baseball bat and kidnapped him. Investigators believe the attackers thought the victim was an informant of a rival gang.",0,,1754411177,12529,10365,10365,10365
SLV988,2020-04-22,2020,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Sonsonate,Nahulingo,,Nahulingo,13.7036,-89.7128,1,"La Prensa Grafica",National,"On 22 April 2020, in Nahulingo (Sonsonate), armed men clashed with police near the Pescadito de Oro watering place. One armed man was killed during the clash and a police officer was injured.",1,,1753971909,4573,8626,8780,8780
SLV989,2020-04-24,2020,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Miguel","San Miguel",,"San Miguel",13.4833,-88.1833,1,"La Prensa Grafica",National,"On 24 April 2020, in San Miguel (San Miguel), armed men clashed with the Rural Police Section of the Police Forces. One armed man was killed during the clash.",1,,1753971909,19697,67452,115323,115323
SLV3510,2020-04-24,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Labor Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Cuscatancingo,,Cuscatancingo,13.7361,-89.1814,1,"El Mundo (El Salvador)",National,"On 24 April 2020, in Cuscatancingo, San Salvador, unidentified attackers shot and killed a man who was selling fruits and vegetables in the street, in colonia Santa Rosa, in front of the prison known as La Mariona. There is no information on the perpetrators and circumstances of the attack, but it appears to be linked to a string of violent events thought to be in connection with gangs. 1 fatality.",1,,1754411177,18239,26943,27168,27168
SLV3500,2020-04-24,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Farmers (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","Santa Ana",Coatepeque,,"El Tinteral",13.8321,-89.4710,1,"El Mundo (El Salvador)",National,"On 24 April 2020, in El Tinteral, Coatepeque, Santa Ana, unidentified attackers shot and killed a cattle trader. There is no information on the perpetrators and circumstances of the attack, but it appears to be linked to a string of violent events thought to be in connection with gangs. 1 fatality.",1,,1754411177,416,1746,1736,1736
SLV3511,2020-04-24,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Women (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Usulutan,"Santiago de Maria",,"Santiago de Maria",13.4822,-88.4653,1,"El Mundo (El Salvador)",National,"On 24 April 2020, in Santiago de Maria, Santiago de Maria, Usulutan, unidentified attackers shot and killed a woman. There is no information on the perpetrators and circumstances of the attack, but it appears to be linked to a string of violent events thought to be in connection with gangs. 1 fatality.",1,,1754411177,6399,14553,39681,39681
SLV3507,2020-04-24,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Labor Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Apopa,,Apopa,13.8072,-89.1792,1,"El Mundo (El Salvador)",National,"On 24 April 2020, in Apopa, San Salvador, unidentified attackers shot and killed a man who was selling fruits and vegetables in the street, in El Nance stop. There is no information on the perpetrators and circumstances of the attack, but it appears to be linked to a string of violent events thought to be in connection with gangs. 1 fatality.",1,,1754411177,2644,2644,2644,2644
SLV3498,2020-04-24,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad","San Juan Opico",,Opico,13.8761,-89.3597,2,"La Prensa Grafica",National,"On 24 April 2020, in San Juan Opico municipality (coded to Opico), La Libertad, two unidentified attackers shot and killed two men in Minas de Plomo canton. There is no further information on the circumstances or motivation of the killing. 2 fatalities.",2,,1754411177,6626,11540,14628,14628
SLV3520,2020-04-24,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Ahuachapan,"San Lorenzo",,"La Guascota",14.0156,-89.7924,1,"La Prensa Grafica",National,"On 24 April 2020, in La Guascota, San Lorenzo, Ahuachapan, an unidentified attacker shot and killed a man, in his house. There is no information on the perpetrators and circumstances of the killing, but it appears to be linked to a string of violent events thought to be in connection with gangs. 1 fatality.",1,,1754411177,191,3097,5136,5136
